,aliases,align,alive,appearances,birth,character_id,character_name,count_of_issue_appearances,deck,eye,first_appeared_in_issue,gsm,hair,identity_type,image,join_name,origin,page_id,powers,publisher,real_name,sex,teams,year
37,None,Good Characters,Living Characters,164,,73230,Andre Chavard,168,Andre Chavard is a member of the Boy Commandos.,,Jun-42,,Brown Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/1379517-sota4_7.jpg,andre_chavard_jun_42,Human,11609,,DC Comics,Andre Chavard,Male Characters,,1942
38,"Spirit of America
Minute Man
Brother Johnathan
Ol' Red-White-and-Blue
Spirit of Liberty",,Living Characters,162,"Jul 4, 1776",3625,Uncle Sam,266,"Uncle Sam is a founder and leader of the The Freedom Fighters. His powers include strength, variable size and invulnerability. His powers are derived from the belief in America.",Blue Eyes,Jul-40,,White Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/96303-63025-uncle-sam.jpg,uncle_sam_jul_40,Other,1798,Super Strength; Stamina; Invulnerability; Unarmed Combat; Size Manipulation; Leadership,DC Comics,None,Male Characters,,1940
39,None,Neutral Characters,Deceased Characters,161,,3616,Metron,325,"Metron is a New God who claims neutrality in the conflict between warring New Genesis and Apokolips. He observes the universe, always looking to expand his vast knowledge.",Blue Eyes,Mar-71,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/4106515-2587640-metron__02__001__02_.png,metron_mar_71,God/Eternal,1858,Flight; Super Strength; Telepathy; Intellect; Teleport; Unarmed Combat; Gadgets; Divine Powers; Immortal; Time Travel; Longevity,DC Comics,Metron,Male Characters,,1971
40,None,Good Characters,Living Characters,161,,10017,Iron,287,"Iron is the Metal Men's strongman, able to be shaped into an infinite variety of objects to assist the team on their missions.",Photocellular Eyes,Apr-62,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/6023702-iron.jpg,iron_apr_62,Robot,9655,Super Strength; Agility; Stamina; Invulnerability; Shape Shifter; Elasticity; Unarmed Combat; Density Control,DC Comics,None,Male Characters,,1962
41,None,Good Characters,Living Characters,161,,12702,Lead,292,"Lead is a slow and clumsy member of the Metal Men. However, he often proves invaluable when he protects the team from harmful rays or radiation.",Photocellular Eyes,Apr-62,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/6023982-lead.jpg,lead_apr_62,Robot,9656,Flight; Super Strength; Shape Shifter; Elasticity; Density Control,DC Comics,None,Male Characters,,1962
42,"Rose Worth Wilson
Ravager
Skill
Willow
Nkauj Ntxuam",Good Characters,Living Characters,158,,12890,Rose Wilson,418,She is the highly trained warrior daughter of Deathstroke and Lillian Worth.,Blue Eyes,Oct-92,,White Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/5459176-9467703298-death.jpg,rose_wilson_oct_92,Mutant,4430,Agility; Stamina; Telepathy; Intellect; Weapon Master; Psionic; Unarmed Combat; Gadgets; Siphon Abilities; Escape Artist; Tracking; Precognition; Swordsmanship; Marksmanship; Stealth,DC Comics,Rose Worth Wilson,Female Characters,,1992
43,Grand Director,Bad Characters,Living Characters,158,,4681,Desaad,407,"Sadist. Torturer. Coward. Treacherous Desaad is all of these things, and chief counselor to Darkseid. He oversees the day to day operations of Apokolips with a cruel hand.",Black Eyes,May-71,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/3101489-earth2_15-1-desaad_4jzfjoq3yo_.jpg,desaad_may_71,God/Eternal,2755,Super Strength; Telepathy; Intellect; Teleport; Gadgets; Divine Powers; Immortal; Vampirism; Emotion Control; Illusion Casting; Hypnosis; Energy Absorption; Leadership; Longevity,DC Comics,Desaad,Male Characters,,1971
44,Tin ,Good Characters,Living Characters,155,,13684,Tin,278,"Tin may be the smallest and weakest of the Metal Men, but he is always willing to risk his own existence for the sake of others.",Photocellular Eyes,Apr-62,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/6023775-tin.jpg,tin_apr_62,Robot,9653,Flight; Agility; Stamina; Invulnerability; Shape Shifter; Elasticity; Density Control; Stealth,DC Comics,Tin ,Male Characters,,1962
45,None,Good Characters,Living Characters,148,,94476,Jason Blood ,158,"Jason o' the Blood was a nobleman of the 6th century Camelot during the time of King Arthur. When the wizard Merlin summoned the demon Etrigan, he bonded him to Jason as a means of containment. Though they have been bonded for centuries, the two often come to blows with each other.",Blue Eyes,Sep-72,,Red Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6105434-batwoman_vol_2_36_textless.jpg,jason_blood_sep_72,Human,51559,Stamina; Magic; Weapon Master; Swordsmanship,DC Comics,Jason o' the Blood,Male Characters,,1972
46,None,Good Characters,Living Characters,147,,13683,Gold,284,"Gold has the ability to stretch into a thin wire - miles long, and can also flatten himself into a sheet as thin as 4 millionths of an inch.",Photocellular Eyes,Apr-62,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/6023674-gold.jpg,gold_apr_62,Robot,9654,Flight; Super Strength; Agility; Intellect; Shape Shifter; Elasticity; Unarmed Combat; Adaptive; Density Control; Leadership; Longevity,DC Comics,None,Male Characters,,1962
47,"Arthur Light
Doctor Light
Dr. Light
Dr Light",Bad Characters,Deceased Characters,142,,3583,Arthur Light,336,"Dr. Light is a recurring enemy of the Justice League and the Teen Titans, manipulating light energy for various nefarious purposes.",Black Eyes,Jun-62,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/3533765-%24_57.jpg,arthur_light_jun_62,Human,1840,Flight; Intellect; Force Field; Blast Power; Invisibility; Gadgets; Light Projection; Illusion Casting; Energy Absorption; Energy Manipulation; Energy Based Constructs,DC Comics,Arthur Light,Male Characters,,1962
48,Alanna Lewis,Good Characters,Living Characters,141,,11262,Alanna Strange,291,Wife of Adam Strange and resident of Rann. Current member of the Canadian super-team known as Justice League United.,Blue Eyes,Dec-58,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/4145030-untitled-2.jpg,alanna_strange_dec_58,Alien,16146,Agility; Weapon Master,DC Comics,Alanna Strange,Female Characters,,1958
49,"Theodore Watts
Tubby
",Good Characters,Living Characters,137,,32156,Tubby Watts,156,"Theodore 'Tubby' Watts was an assistant to Johnny Chambers, acting as a sidekick to his alter-ego 'Johnny Quick'.",,Sep-41,,Red Hair,,https://comicvine.gamespot.com/api/image/scale_large/1303211-action_022_41_tex_thompmson_in_bed.jpg,tubby_watts_sep_41,Human,113540,,DC Comics,Theodore Watts,Male Characters,,1941
50,Wayne's Sly Fox,Good Characters,Living Characters,133,,3738,Lucius Fox,359,Lucius Fox is the current CEO and President of Wayne Enterprises and a sought after businessman all over the corporate world. He is a skilled engineer and has designed many of Batman's gadgets and vehicles.,Brown Eyes,Jan-79,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6392341-152438358177249731.jpg,lucius_fox_jan_79,Human,1467,Intellect; Insanely Rich; Leadership,DC Comics,Lucius Fox,Male Characters,,1979
51,Dinah Lance; Black Canary,Good Characters,Deceased Characters,131,,94264,Dinah Drake,102,"Dinah Drake was the original Black Canary of the Golden Age, and mother of Dinah Laurel Lance, the modern Black Canary.",Blue Eyes,Aug-47,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/3433050-2.png,dinah_drake_aug_47,Human,1830,Intellect; Weapon Master; Unarmed Combat; Escape Artist,DC Comics,Dinah Drake,Female Characters,,1947
52,"Katma Tui
Kat
Green Lantern 1417",Good Characters,Deceased Characters,129,,10445,Katma Tui,256,"Before her death, Katma Tui was the Green Lantern of Sector 1417. Hailing from the plant Korugar, she was Thal Sinestro's successor and had to deal with her people's deep mistrust of Green Lanterns after all of her predecessor's many crimes. She served in the Corps a long time and distinguished herself for her bravery and ability on many occasions. She and fellow Lantern, John Stewart of Earth, were married.",,Jul-64,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/103926-182204-katma-tui.png,katma_tui_jul_64,Alien,3680,Flight; Intellect; Radar Sense; Force Field; Blast Power; Sub-Mariner; Light Projection; Omni-lingual; Power Item; Energy Manipulation; Willpower-Based Constructs; Energy Based Constructs,DC Comics,Katma Tui,Female Characters,,1964
53,None,Good Characters,Living Characters,127,,18136,Rip Carter,170,"Rip Carter has no super powers, he was the leader of the Boy Commandos.",,Jun-42,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/851484-rip_carter1.jpg,rip_carter_jun_42,Human,69033,Intellect; Weapon Master; Unarmed Combat; Marksmanship; Leadership,DC Comics,None,Male Characters,,1942
54,"Professor Hamilton
Ruin
Overmind
Enginehead",Bad Characters,Living Characters,126,"Apr 25, 1950",3770,Emil Hamilton,271,"A scientific genius and one-time friend to Superman, and now the mysterious villain Ruin.",Hazel Eyes,Jan-87,,Grey Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/118330-939-professor-hamilton.jpg,emil_hamilton_jan_87,Human,5302,Intellect; Teleport; Blast Power; Implants; Power Suit; Gadgets,DC Comics,Emil Hamilton,Male Characters,,1987
55,"Empress of Almerac
Queen Maxima
Lady Maxima
Intergalactic Sex Goddess
Warrior Queen
Miss Superman
The Arrogant Aristocrat",Good Characters,Deceased Characters,124,,10034,Maxima,202,"She is from the planet Almerac, and became a member at the Crucible Academy to accomplish her wish to become a leader and escape from the demands of her family and her world to find a mate and have children in order to help repopulate her world, which isn't possible due to her being openly gay.",Brown Eyes,Sep-89,,Red Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/4225243-screen%20shot%202014-11-17%20at%204.08.21%20pm.png,maxima_sep_89,Alien,1578,Flight; Super Strength; Super Speed; Agility; Stamina; Invulnerability; Telepathy; Telekinesis; Intellect; Teleport; Psychic; Force Field; Blast Power; Weapon Master; Psionic; Unarmed Combat; Mesmerize; Tracking; Astral Projection; Possession; Adaptive; Swordsmanship; Levitation; Duplication; Empathy; Illusion Casting; Heat Vision; Hypnosis; Leadership; Longevity,DC Comics,Maxima,Female Characters,,1989
56,"DNAlien
Doug
Alex",Good Characters,Living Characters,123,,12683,Dubbilex,158,"Being a D.N.Alien, Dubbilex is really a human clone with telepathic powers that has been made to look like an alien.",Green Eyes,Mar-71,,,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/1998029-dubbilex_2.jpg,dubbilex_mar_71,Human,5336,Telepathy; Telekinesis; Psychic; Force Field; Astral Projection; Holographic Projection; Hypnosis,DC Comics,None,Male Characters,,1971
57,"Jack Knight
Jackstar
Starman",Good Characters,Living Characters,122,,23783,Jack Knight,174,"Son of Ted Knight, the original Starman, Jack Knight reluctantly took up his father's mantle.",Black Eyes,Sep-94,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/3221354-starman.jpg,jack_knight_sep_94,Human,1693,Flight; Agility; Stamina; Intellect; Force Field; Blast Power; Unarmed Combat; Gadgets; Levitation; Power Item; Energy Manipulation; Heat Generation; Energy Based Constructs,DC Comics,Jack Knight,Male Characters,,1994
58,"BX9 Security Robot
Security Droid Model 2.0
Skeets
Skeetsky",Good Characters,Living Characters,122,,13107,Skeets,264,Security droid for the Metropolis Space Museum in the 25th Century. He accompanies Michael Jon Carter 500+ years in the past to help him in becoming the superhero Booster Gold.,,Feb-86,,,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/198322-141073-skeets.jpg,skeets_feb_86,Robot,9039,Flight; Stamina; Intellect; Blast Power; Weapon Master; Gadgets; Electricity Control; Tracking; Technopathy; Levitation; Time Travel; Marksmanship; Leadership,DC Comics,Skeets,Male Characters,,1986
59,"Spectre
Detective Crispin Allen",Good Characters,Deceased Characters,116,,6882,Crispus Allen,199,"Crispus Allen was a Police Detective, originally in Metropolis before moving to Gotham where he partnered Renee Montoya. He was later killed by a corrupted fellow officer, and was chosen to be the human host for The Spectre.",Brown Eyes,Mar-00,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1385128-ca16.jpg,crispus_allen_mar_00,Human,8335,Flight; Intellect; Phasing / Ghost; Divine Powers; Size Manipulation; Astral Projection; Reality Manpulation,DC Comics,Crispus Allen,Male Characters,,2000
60,Shock Trooper Goodness,Bad Characters,Deceased Characters,115,,3629,Granny Goodness,269,"One of the residents of Apokolips, Granny Goodness is in charge of training (sometimes through brainwashing) new soldiers for Darkseid's forces. She leads the Female Furies.",Blue Eyes,Jun-71,,White Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6050460-1a9857c4d3bf07628a4126ed67f54593e3408602_hq.jpg,granny_goodness_jun_71,God/Eternal,1718,Super Strength; Stamina; Invulnerability; Intellect; Super Sight; Super Smell; Super Hearing; Unarmed Combat; Gadgets; Immortal; Tracking; Possession; Swordsmanship; Omni-lingual; Power Item; Leadership; Longevity,DC Comics,Goodness,Female Characters,,1971
61,Dolphin,Good Characters,Deceased Characters,115,,13570,Dolphin,174,Dolphin is Garth's wife and the mother of his child. Her powers were given to her through alien scientific experimentation on humans. She assisted Aquaman and Aqualad in many of their early adventures and was later killed when Atlantis was destroyed.,Blue Eyes,Dec-68,,Silver Hair,,https://comicvine.gamespot.com/api/image/scale_large/5912649-dc4xisowsaepvuf.jpg,dolphin_dec_68,Mutant,1841,Super Strength; Stamina; Radar Sense; Healing; Weapon Master; Invisibility; Shape Shifter; Unarmed Combat; Sub-Mariner; Astral Projection; Precognition; Light Projection; Levitation; Animal Control; Claws; Water Control; Energy Based Constructs; Prehensile Hair,DC Comics,None,Female Characters,,1968
62,Catwoman; Holly Go-Nightly; Holly Robinson ; Catherine Ann Turley,Good Characters,Living Characters,114,,3729,Holly Robinson,141,"She is a former prostitute who was saved by Catwoman. She was trained by Catwoman and Wildcat, and temporarily became the new Catwoman when Selina took a break from the role.",Blue Eyes,Feb-87,Homosexual Characters,Red Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1797425-hollyrobinson2.jpg,holly_robinson_feb_87,Human,10139,Agility; Stamina; Intellect; Weapon Master; Unarmed Combat; Tracking; Marksmanship; Stealth,DC Comics,Holly Robinson,Female Characters,,1987
63,"Dian Ware
Lad in Evening Clothes
Lady in Red",Good Characters,Deceased Characters,113,,9300,Dian Belmont,166,Dian Belmont is best known as Wesley Dodds' romantic partner.,Hazel Eyes,Feb-40,,Brown Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/925880-002.jpg,dian_belmont_feb_40,Human,8107,Agility; Intellect; Unarmed Combat; Tracking; Longevity,DC Comics,Dian Belmont,Female Characters,,1940
